key,seed_index,deep_rm_mean_slowdown,comparator_mean_slowdown,delta
deeprm:p1_lag:SJF:5,2,65.04167632367633,176.11461463536463,111.0729383116883
deeprm:p1_lag:SJF:5,3,60.749706127206125,167.4022888777889,106.65258275058277
deeprm:p1_lag:SJF:5,4,46.99203263403264,170.8773578921079,123.88532525807527
deeprm:p1_lag:SJF:5,5,56.59204612054613,171.28133358308358,114.68928746253745
deeprm:p1_lag:SJF:5,6,30.77247818847819,149.23712187812188,118.4646436896437
deeprm:p1_lag:SJF:5,7,57.44937412587412,173.54745204795202,116.09807792207789
deeprm:p1_lag:SJF:5,8,33.030484348984345,143.1561177988678,110.12563344988345
deeprm:p1_lag:SJF:5,9,57.079778971028965,168.87298418248417,111.79320521145522
deeprm:p1_lag:SJF:5,10,53.31480111555112,170.53970071595072,117.2248996003996
deeprm:p1_lag:SJF:5,11,24.500897352647353,139.27416292041292,114.77326556776556
deeprm:p1_lag:SJF:5,12,60.39659923409923,149.3133548118548,88.91675557775557
deeprm:p1_lag:SJF:5,13,65.09224175824176,201.72934324009321,136.63710148185146
deeprm:p1_lag:SJF:5,14,45.9469184981685,168.8296446053946,122.8827261072261
deeprm:p1_lag:SJF:5,15,46.434735597735596,170.4499135864136,124.015177988678
deeprm:p1_lag:SJF:5,16,53.70957384282385,166.5358045288045,112.82623068598065
deeprm:p1_lag:SJF:5,17,29.85997244422244,163.58383574758574,133.7238633033633
deeprm:p1_lag:SJF:5,18,76.48985922410922,199.32117873792876,122.83131951381954
deeprm:p1_lag:SJF:5,19,53.674141192141185,170.41507692307692,116.74093573093575
deeprm:p1_lag:SJF:5,20,59.17604720279721,182.52102730602732,123.34498010323011
deeprm:p1_lag:SJF:5,21,43.05212254412255,156.43789968364968,113.38577713952714
deeprm:p1_lag:SJF:5,22,70.01759415584415,206.75070737595735,136.73311322011318
deeprm:p1_lag:SJF:5,23,52.72255519480521,164.68599084249084,111.96343564768563
deeprm:p1_lag:SJF:5,24,54.87303346653347,165.97123926073925,111.09820579420578
deeprm:p1_lag:SJF:5,25,32.39123701298701,156.63957900432902,124.24834199134202
deeprm:p1_lag:SJF:5,26,24.07750074925075,149.88301640026643,125.80551565101568
deeprm:p1_lag:SJF:5,27,51.63832592407593,195.83050599400602,144.1921800699301
deeprm:p1_lag:SJF:5,28,58.51489552114552,204.06748384948384,145.55258832833832
deeprm:p1_lag:SJF:5,29,48.16964202464202,167.55122002997004,119.38157800532801
deeprm:p1_lag:Tetris*:10,0,70.78734357309358,257.04261413586414,186.25527056277056
deeprm:p1_lag:Tetris*:10,1,86.33482634032634,261.1373497335997,174.80252339327336
deeprm:p1_lag:Tetris*:10,2,76.47637978687979,253.71836455211454,177.24198476523475
deeprm:p1_lag:Tetris*:10,3,88.77139085914087,222.5027485847486,133.73135772560772
deeprm:p1_lag:Tetris*:10,4,55.201189976689975,256.4927118714619,201.2915218947719
